fdc_id,brand_owner,brand_name,subbrand_name,ingredients,not_a_significant_source_of,serving_size_grams,household_serving_fulltext,branded_food_category,market_country
1108132,"Wal-Mart Stores, Inc.",,,"SUGAR, CORN FLOUR, WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, CORN SYRUP, SALT, CONTAINS 1% OR LESS OF: CALCIUM CARBONATE, NATURAL FLAVOR, RED 40, YELLOW 5, YELLOW 6, BLUE 1, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMINE MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,42,1 1/2 cup,Cereal,United States
1108134,"Wal-Mart Stores, Inc.",,,"WHOLE GRAIN OAT FLOUR, SUGAR, WHEAT STARCH, HONEY, SALT, CALCIUM CARBONATE, TRISODIUM PHOSPHATE, CARAMEL COLOR, MOLASSES, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMINE MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1 1/4 cup,Cereal,United States
1108306,"Topco Associates, Inc.",,,"ORGANIC WHOLE GRAIN WHEAT, ORGANIC CANE SUGAR, ORGANIC BARLEY MALT EXTRACT, SEA SALT.",,40,1 cup,Cereal,United States
1108307,"The Silver Palate, Inc.",,,"WHOLE GRAIN WHEAT, SUGAR, WHOLE GRAIN ONYX SORGHUM, GELATIN, CINNAMON, TOCOPHEROLS (VITAMIN E) ADDED TO MAINTAIN FRESHNESS. VITAMINS & MINERALS: IRON & ZINC (MINERAL NUTRIENTS), VITAMIN B3 (NIACINIAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), TRICALCIUM PHOSPHATE, FOLIC ACID, VITAMIN B12 (CYCANOCOBALAMIN)",,52,1 cup,Cereal,United States
1108348,Target Stores,,,"WHOLE GRAIN ROLLED OATS, SUGAR, CONTAINS LESS THAN 2% OF: SALT, GUAR GUM, NATURAL FLAVOR, CARAMEL COLOR, CALCIUM CARBONATE (A SOURCE OF CALCIUM), FERRIC ORTHOPHOSPHATE (A SOURCE OF IRON), VITAMIN A PALMITATE, NIACINAMIDE*, PYRIDOXINE HYDROCHLORIDE*, RIBOFLAVIN*, THIAMIN MONONITRATE*, FOLIC ACID*.",,43,1 PACKET,Cereal,United States
1108349,Target Stores,,,"WHOLE GRAIN ROLLED OATS, SUGAR, SALT, NATURAL FLAVORS, CALCIUM CARBONATE, CARAMEL COLOR, GUAR GUM, SUCRALOSE*, REDUCED IRON, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), VITAMIN A PALMITATE, RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D.",,34,1 PACKET,Cereal,United States
1108350,Target Stores,,,"WHOLE GRAIN ROLLED OATS, SUGAR, FLAVORED AND COLORED FRUIT PIECES (DRIED APPLES, CALCIUM CARBONATE, ARTIFICIAL FLAVOR, CITRIC ACID AND SODIUM SULFITE TO PRESERVE COLOR, RED 40), CREAMER (MALTODEXTRIN, VEGETABLE OIL (COCONUT AND/OR PALM AND/OR PALM KERNEL), WHEY, SODIUM CASEINATE (A MILK DERIVATIVE), DIPOTASSIUM PHOSPHATE), CONTAINS LESS THAN 2% OF: CALCIUM CARBONATE (A SOURCE OF CALCIUM), SALT GUAR GUM, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, FERRIC PHOSPHATE (A SOURCE OF IRON), VITAMIN A PALMITATE, NIACINAMIDE*, PYRIDOXINE HYDROCHLORIDE*, RIBOFLAVIN*, THIAMIN MONO- NITRATE*, FOLIC ACID*.",,35,1 PACKET,Cereal,United States
1108590,"Post Consumer Brands, LLC",,,"WHOLE GRAIN OAT FLOUR, SUGAR, WHEAT STARCH, HONEY, SALT, CALCIUM CARBONATE, TRISODIUM PHOSPHATE, CARAMEL COLOR, MOLASSES, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1 1/4 cup,Cereal,United States
1108591,"Post Consumer Brands, LLC",,,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: CORN SYRUP, SALT, BARLEY MALT EXTRACT, WHEAT STARCH. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1 1/4 cup,Cereal,United States
1108592,"Post Consumer Brands, LLC",,,"INGREDIENTS: SUGAR, CORN FLOUR, WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, CORN SYRUP, SALT, CONTAINS 1% OR LESS OF: CAL- CIUM CARBONATE, NATURAL FLAVOR, RED 40, YELLOW 6, YELLOW 5, BLUE 1. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC OR- THOPHOSPHATE (SOURCE OF IRON), NIA- CINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLO- RIDE (VITAMIN B6), FOLIC ACID.",,42,1 1/2 cup,Cereal,United States
1108593,"Post Consumer Brands, LLC",,,"SUGAR, WHEAT, CORN SYRUP, SALT, HONEY, CARAMEL COLOR. VITAMINS AND MINERALS: THIAMIN MONO- NITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), FOLIC ACID.",,29,3/4 cup,Cereal,United States
1108594,"Post Consumer Brands, LLC",,,"WHOLE GRAIN WHEAT, SUGAR, RICE FLOUR, CANOLA OIL, FRUCTOSE, CONTAINS 2% OR LESS OF: DEXTROSE, MALTODEXTRIN, SALT, CALCIUM CARBONATE, CINNAMON, SOY LECITHIN, TRISODIUM PHOSPHATE, ANNATTO AND CARAMEL COLOR, NATURAL FLAVOR, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,32,3/4 cup,Cereal,United States
1108595,"Post Consumer Brands, LLC",,,"RICE, SUGAR, CORN SYRUP, CANOLA OIL, SALT, CONTAINS 1% OR LESS OF: NATURAL AND ARTIFICIAL FLAVOR, YELLOW 5, YELLOW 6, RED 40, BLUE 1, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: NIACIN- AMIDE (VITAMIN B3), VITAMIN A PALMITATE, REDUCED IRON, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), VITAMIN D3, THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12, FOLIC ACID.",,36,1 cup,Cereal,United States
1108596,"Post Consumer Brands, LLC",,,"WHOLE GRAIN OAT FLOUR, SUGAR, WHEAT STARCH, HONEY, SALT, CALCIUM CARBONATE, TRISODIUM PHOSPHATE, CARAMEL COLOR, MOLASSES, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1 1/4 cup,Cereal,United States
1108597,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, MODIFIED CORNSTARCH, HONEY, SALT, NATURAL FLAVOR, TURMERIC (COLOR), WHEAT STARCH. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,33,1 1/4 cup,Cereal,United States
1108598,"Post Consumer Brands, LLC",,,"WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, WHEAT FLOUR, MALTED BARLEY FLOUR, SALT. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,61,1 1/4 cup,Cereal,United States
1108606,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, CANOLA OIL, MOLASSES, CONTAINS 2% OR LESS OF SALT, SODIUM CITRATE, NATURAL AND ARTIFICIAL FLAVOR, MALIC ACID, YELLOW 5, RED 40, MALTODEXTRIN, SOY LECITHIN, BLUE 1, YELLOW 6, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS & MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,28,1 cup,Cereal,United States
1108607,"Post Consumer Brands, LLC",,,"SUGAR, CORN FLOUR, CORN MEAL, CORN SYRUP, CANOLA OIL, COCOA (PROCESSED WITH ALKALI), CALCIUM CARBONATE, SALT, CARAMEL COLOR, TRISODIUM PHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR. BHT (ADDED TO PRESERVE FRESHNESS). VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,26,3/4 cup,Cereal,United States
1108608,"Post Consumer Brands, LLC",,,"SUGAR, CORN FLOUR, WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, CORN SYRUP, SALT, CONTAINS 1% OR LESS OF: CALCIUM CARBONATE, NATURAL FLAVOR, RED 40, YELLOW 6, YELLOW 5, BLUE 1. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,42,1 1/2 cup,Cereal,United States
1108609,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, MODIFIED CORNSTARCH, HONEY, SALT, NATURAL FLAVOR, TURMERIC (COLOR), WHEAT STARCH. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,33,1 1/4 cup,Cereal,United States
1108610,"Post Consumer Brands, LLC",,,"INGREDIENTS: RICE, SUGAR, CANOLA OIL, COCOA (PROCESSED WITH ALKALI), SALT, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: NIACINAMIDE (VITAMIN B3), REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, VITAMIN D3, VITAMIN B12.",,36,1 cup,Cereal,United States
1108611,"Post Consumer Brands, LLC",,,"RICE, SUGAR, CANOLA OIL, SALT, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 6, YELLOW 5, TURMERIC OLEORESIN (COLOR), BLUE 1, BLUE 2, BHT AND BHA ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: SODIUM ASCORBATE AND ASCORBIC ACID (VITAMIN C), NIACINAMIDE (VITAMIN B3), REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, VITAMIN D3, VITAMIN B12.",,36,1 cup,Cereal,United States
1108612,"Post Consumer Brands, LLC",,,WHOLE GRAIN WHEAT. BHT ADDED TO PRESERVE FRESHNESS.,,60,1 1/3 cup,Cereal,United States
1108613,"Post Consumer Brands, LLC",,,WHOLE GRAIN ROLLED OATS.,,40,1/2 cup,Cereal,United States
1108614,"Post Consumer Brands, LLC",,,"RICE, SUGAR, CORN SYRUP, SALT. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), SODIUM ASCORBATE (VITAMIN C), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), FOLIC ACID, RIBOFLAVIN (VITAMIN B2), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), VITAMIN A PALMITATE, THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12, VITAMIN D3.",,41,1 1/2 cup,Cereal,United States
1108615,"Post Consumer Brands, LLC",,,"WHEAT FARINA, SUGAR, BROWN SUGAR, MALTED BARLEY, CALCIUM CARBONATE, FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NATURAL & ARTIFICIAL FLAVOR, CARAMEL COLOR, NIACINAMIDE (VITAMIN B3), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2).",,45,1/4 cup,Cereal,United States
1108616,"Post Consumer Brands, LLC",,,"WHEAT FARINA, CALCIUM CARBONATE, FERRIC ORTHOPHOSPHATE (SOURCE OF IRON).",,35,3 Tbsp,Cereal,United States
1108617,"Post Consumer Brands, LLC",,,"SUGAR, WHEAT, CORN SYRUP, SALT, HONEY, CARAMEL COLOR. VITAMINS AND MINERALS: THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), FOLIC ACID.",,38,1 cup,Cereal,United States
1108618,"Post Consumer Brands, LLC",,,"SUGAR, WHEAT, CORN SYRUP, SALT, HONEY, CARAMEL COLOR. VITAMINS AND MINERALS: THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), FOLIC ACID.",,38,1 cup,Cereal,United States
1108707,KIND Inc.,,,"OATS, TAPIOCA SYRUP, SOY PROTEIN ISOLATE, SEMI-SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT), DRIED CANE SYRUP, MILLET, CANOLA OIL, COCOA POWDER, BROWN RICE, TAPIOCA STARCH, BUCKWHEAT, VANILLA EXTRACT, AMARANTH, SEA SALT, QUINOA, BROWN RICE SYRUP, VITAMIN E (TO MAINTAIN FRESHNESS).",,29,1/3 cup,Cereal,United States
1108997,"B&G Foods North America, Inc. ",,,"WHEAT FARINA, WHEAT BRAN, CALCIUM CARBONATE, DEFATTED WHEAT GERM, WHEAT GERM, DISODIUM PHOSPHATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",,33,3 Tbsp,Cereal,United States
1109521,"Whole Foods Market, Inc.",,,ORGANIC ROLLED OATS.,,40,1/2 cup,Cereal,United States
1109525,"Whole Foods Market, Inc.",,,"ORGANIC WHOLE GRAIN ROLLED OATS, ORGANIC EVAPORATED CANE JUICE, ORGANIC CINNAMON, ORGANIC SPICES, SEA SALT.",,40,1.41 ONZ,Cereal,United States
1109528,Purely Elizabeth ,,,"CASHEWS, ORGANIC PUMPKIN SEEDS, ORGANIC SUNFLOWER SEEDS, ORGANIC COCONUT SUGAR, ORGANIC BANANA PUREE (ORGANIC BANANA, CITRIC ACID, ASCORBIC ACID), ORGANIC COCONUT FLAKES, CASHEW BUTTER, ORGANIC RAW VIRGIN COCONUT OIL, ORGANIC CHIA SEEDS, ORGANIC HEMP SEEDS, VANILLA EXTRACT, CINNAMON, SEA SALT.",,30,1/3 cup,Cereal,United States
1109530,Purely Elizabeth ,,,"ORGANIC GLUTEN-FREE OATS, ORGANIC COCONUT PALM SUGAR, ORGANIC RAW VIRGIN COCONUT OIL, DRIED CRANBERRIES (CRANBERRIES, CANE SUGAR, SUNFLOWER OIL), ORGANIC PECANS, ORGANIC SUNFLOWER SEEDS, ORGANIC AMARANTH PUFFS, ORGANIC MILLET FLAKES, ORGANIC QUINOA FLAKES, ORGANIC CHIA SEEDS, ORGANIC CINNAMON, SALT.",,28,1/4 cup,Cereal,United States
1109533,"Whole Foods Market, Inc.",,,ORGANIC STEEL CUT OATS.,,40,1/4 cup,Cereal,United States
1109537,Purely Elizabeth ,,,"ORGANIC GLUTEN-FREE OATS, ORGANIC COCONUT PALM SUGAR, ORGANIC RAW VIRGIN COCONUT OIL, DRIED BLUEBERRIES (BLUEBERRIES, SUGAR, SUNFLOWER OIL), ORGANIC SUNFLOWER SEEDS, ORGANIC PUFFED AMARANTH, ORGANIC HEMP SEEDS, ORGANIC MILLET FLAKES, ORGANIC QUINOA FLAKES, ORGANIC CHIA SEEDS, ORGANIC CINNAMON, SALT.",,28,1/4 cup,Cereal,United States
1109539,Purely Elizabeth ,,,"ORGANIC GLUTEN-FREE OATS, ORGANIC COCONUT PALM SUGAR, ORGANIC RAW VIRGIN COCONUT OIL, ORGANIC SUNFLOWER SEEDS, ORGANIC PUFFED AMARANTH, ORGANIC MILLET FLAKES, ORGANIC QUINOA FLAKES, ORGANIC CHIA SEEDS, ORGANIC CINNAMON, SALT.",,28,1/4 cup,Cereal,United States
1109546,"Whole Foods Market, Inc.",,,"ORGANIC ROLLED OATS, ORGANIC DEHYDRATED CANE JUICE SOLIDS, ORGANIC DEHYDRATED APPLES (TREATED WITH ASCORBIC ACID, CITRIC ACID AND CALCIUM CHLORIDE TO PRESERVE COLOR), ORGANIC CINNAMON, NATURAL FLAVOR, SEA SALT.",,40,1.41 ONZ,Cereal,United States
1109548,Food For Life Baking Co Inc,,,"EZEKIEL 4:9 BLEND: (ORGANIC SPROUTED WHEAT, ORGANIC SPROUTED BARLEY, ORGANIC SPROUTED MILLET, ORGANIC SPROUTED LENTILS, ORGANIC SPROUTED SOYBEANS, ORGANIC SPROUTED SPELT), ORGANIC RAISINS, ORGANIC MALTED BARLEY, ORGANIC AGAVE, SEA SALT, ORGANIC ROSEMARY EXTRACT.",,55,3/4 cup,Cereal,United States
1109568,"Post Consumer Brands, LLC",,,"WHOLE GRAIN WHEAT, SUGAR, CORN MEAL, CANOLA OIL, MOLASSES, FRUCTOSE, SALT, HONEY, BAKING SODA, CALCIUM CARBONATE, SOY LECITHIN, DEXTROSE, TRISODIUM PHOSPHATE, ROSEMARY EXTRACT (ANTIOXIDANT). VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6).",,42,1 cup,Cereal,United States
1109777,"Ocean Spray Cranberries, Inc.",,,"DRIED CRANBERRIES (CRANBERRIES, SUGAR, GLYCERINE, CITRIC ACID, SUNFLOWER OIL), WHOLE GRAIN ROLLED OATS, RICE FLOUR, BROWN RICE SYRUP, OAT SYRUP SOLIDS, SUGAR, MOLASSES, CANOLA OIL, BARLEY MALT SYRUP, HONEY, NATURAL FLAVOR.",,28,1 ONZ,Cereal,United States
1109830,"Post Consumer Brands, LLC",,,"RICE, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, SALT, CARAMEL COLOR, NATURAL FLAVOR, ROSEMARY EXTRACT (ANTIOXIDANT). VITAMINS AND MINERALS: REDUCED IRON, ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), FOLIC ACID.",,42,1 cup,Cereal,United States
1109831,"Topco Associates, Inc.",,,"ORGANIC WHOLE GRAIN OATS, ORGANIC SUGAR, ORGANIC RICE, ORGANIC HONEY, SEA SALT, CALCIUM CARBONATE, ORGANIC ALMONDS, TOCOPHEROLS (ANTIOXIDANTS TO MAINTAIN FRESHNESS).",,40,1 cup,Cereal,United States
1110237,WEETABIX,,,"WHOLE WHEAT, BARLEY MALT EXTRACT, CANE SUGAR, SALT, IRON, NIACIN (B3), THIAMIN HYDROCHLORIDE (B1).",,53,3 BISCUITS,Cereal,United States
1110240,"Topco Associates, Inc.",,,"ORGANIC WHOLE WHEAT, ORGANIC RAISINS (COATED WITH ORGANIC EXPELLER PRESSED CANOLA OR SUNFLOWER OIL), ORGANIC WHEAT BRAN, ORGANIC CANE SUGAR, ORGANIC CANE SYRUP, ORGANIC BARLEY MALT EXTRACT, SEA SALT.",,60,1-1/4 cup,Cereal,United States
1110241,"Topco Associates, Inc.",,,"ORGANIC CORN, ORGANIC CANE SUGAR, SEA SALT.",,40,1-1/3 cup,Cereal,United States
1110257,CHAPPAQUA CRUNCH,,,"WHOLE GRAIN CERTIFIED ORGANIC ROLLED OATS, DRIED CANE SYRUP, HONEY, MAPLE SYRUP, PUFFED MILLET, CERTIFIED ORGANIC CRISP BROWN RICE, FREEZE-DRIED BANANAS, FREEZE-DRIED WILD BLUEBERRIES, NON-GMO EXPELLER PRESSED CANOLA OIL, & SPICES.",,30,0.33 cup,Cereal,United States
1110696,"B&G Foods North America, Inc. ",,,"GRANULATED RICE, FERRIC ORTHOPHOSPHATE (IRON), NIACINAMIDE (VITAMIN B3), THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2).",,43,1 PACKET,Cereal,United States
1110708,"B&G Foods North America, Inc. ",,,"WHEAT FARINA, SUGAR, NATURAL FLAVORS, CINNAMON, CALCIUM CARBONATE, SALT, GUAR GUM, DEFATTED WHEAT GERM, DRY MOLASSES, XANTHAN GUM, FERRIC ORTHOPHOSPHATE (IRON), CARAMEL COLOR, VITAMIN A ACETATE, NIACIN (VITAMIN B3), CHOLECALCIFEROL (VITAMIN D), RIBOFLAVIN (VITAMIN B2), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMINE MONONITRATE (VITAMIN B1), FOLIC ACID, BHT (TO PRESERVE FRESHNESS).",,35,1 PACKET,Cereal,United States
1111521,"Whole Foods Market, Inc.",,,"ORGANIC MILLED CORN, ORGANIC CANE SUGAR, SEA SALT.",,39,1.25 cup,Cereal,United States
1111544,"Whole Foods Market, Inc.",,,"WHOLE ROLLED OATS, WHOLE WHEAT FLAKES (WHEAT, SALT, BARLEY MALT), SHREDDED WHOLE WHEAT, RAISINS, ORGANIC SPROUTED CEREAL (ORGANIC SPROUTED WHOLE WHEAT, ORGANIC BARLEY MALT, ORGANIC SPROUTED WHOLE BARLEY, ORGANIC SPROUTED WHOLE MILLET, ORGANIC SPROUTED LENTILS, ORGANIC SPROUTED SOYBEANS, ORGANIC SPROUTED WHOLE SPELT, SEA SALT), WALNUTS.",,60,2/3 cup,Cereal,United States
1111595,"Whole Foods Market, Inc.",,,"ORGANIC CANE SUGAR, ORGANIC CORN FLOUR, ORGANIC WHOLE GRAIN WHEAT, ORGANIC WHOLE GRAIN CORN, ORGANIC WHOLE GRAIN BLUE CORN, WHOLE GRAIN OATS, OAT FIBER, CALCIUM CARBONATE, SEA SALT, NATURAL FLAVORS, COLOR (ANNATTO, RADISH EXTRACT), MIXED TOCOPHEROLS ADDED TO MAINTAIN FRESHNESS.",,40,1 1/4 cup,Cereal,United States
1111653,"Whole Foods Market, Inc.",,,"ORGANIC ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC MILK PROTEIN, ORGANIC GREEK STYLE YOGURT (CULTURED PASTEURIZED ORGANIC NONFAT MILK, LACTIC ACID, NATURAL FLAVOR), ORGANIC DRIED STRAWBERRIES, NATURAL STRAWBERRY FLAVOR, SEA SALT.",,65,1 Cup,Cereal,United States
1111654,"Whole Foods Market, Inc.",,,"ORGANIC ROLLED OATS, ORGANIC ROLLED BARLEY, ORGANIC CANE SUGAR, ORGANIC ROLLED WHEAT, ORGANIC ROLLED RYE, ORGANIC DRIED RASPBERRIES, ORGANIC CHIA SEED, ORGANIC DRIED STRAWBERRIES, ORGANIC DRIED BLUEBERRIES, SEA SALT, NATURAL FLAVOR.",,65,1 cup,Cereal,United States
1111690,"Topco Associates, Inc.",,,"ORGANIC WHOLE GRAIN WHEAT, ORGANIC CANE SUGAR, ORGANIC WHOLE GRAIN BROWN RICE, ORGANIC OAT HULL FIBER, ORGANIC CINNAMON, CALCIUM CARBONATE, SEA SALT, TOCOPHEROLS (ANTIOXIDANTS TO MAINTAIN FRESHNESS).",,40,1 cup,Cereal,United States
1111739,The Kroger Co.,,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE GRAIN WHEAT FLOUR, RICE FLOUR, SALT, TRIPOTASSIUM PHOSPHATE, CINNAMON, NATURAL FLAVORS, COLOR (CARAMEL COLOR, ANNATTO EXTRACT, BETA CAROTENE), MIXED TOCOPHEROLS ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, REDUCED IRON, NIACINAMIDE ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, FOLIC ACID, THIAMINE MONONITRATE.",,32,0.75 cup,Cereal,United States
1111760,"Big Y Foods, Inc.",,,"WHEAT BRAN, RAISINS, SUGAR, HIGH FRUCTOSE CORN SYRUP, SALT, BARLEY MALT EXTRACT. VITAMINS AND MINERALS: IRON (FERRIC ORTHOPHOSPHATE), VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",,60,1 cup,Cereal,United States
