fdc_id,brand_owner,brand_name,subbrand_name,ingredients,not_a_significant_source_of,serving_size_grams,household_serving_fulltext,branded_food_category,market_country
1245530,The Kroger Co.,PRIVATE SELECTION,,"STEEL CUT AND ROLLED OATMEAL, BROWN SUGAR, DRIED SWEETENED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL), WALNUTS (WALNUTS, BHT, SOYBEAN OIL), DEHYDRATED APPLES (APPLES, SODIUM SULFITE AND SULFUR DIOXIDE [FOR COLOR RETENTION]), DRIED APPLES (APPLES, SUGAR, CINNAMON), DEHYDRATED APPLES SLICES (APPLES, SUGAR, FRUCTOSE, CINNAMON, SODIUM SULFITE [FOR COLOR RETENTION]), CINNAMON, NONFAT DRY MILK, NATURAL FLAVORS, SALT, MODIFIED CORN STARCH.",,73,1 PACKAGE,Cereal,United States
1245574,The Kroger Co.,KROGER,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE GRAIN WHEAT FLOUR, RICE FLOUR, SALT, TRIPOTASSIUM PHOSPHATE, CINNAMON, NATURAL FLAVORS, COLOR (CARAMEL COLOR, ANNATTO EXTRACT, BETA CAROTENE), MIXED TOCOPHEROLS ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, REDUCED IRON, NIACINAMIDE ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, FOLIC ACID, THIAMINE MONONITRATE.",,32,0.75 cup,Cereal,United States
1245579,The Kroger Co.,KROGER,,"WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, BROWN SUGAR SYRUP, CONTAINS 2 % OR LESS OF: SALT, MALTED BARLEY SYRUP, VITAMIN & MINERALS: POTASSIUM CHLORIDE, NIACINAMIDE, ZINC OXIDE, REDUCED IRON, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMINE, MONONITRATE, FOLIC ACID, CHOLECALCIFEROL, CYANOCOBALAMIN.",,71,71 GRM,Cereal,United States
1245583,The Kroger Co.,SIMPLE TRUTH,,"ORGANIC ROLLED OATS, ORGANIC BROWN RICE SYRUP, ORGANIC EVAPORATED CANE SYRUP, ORGANIC BROWN RICE CRISPS (ORGANIC BROWN RICE, ORGANIC BROWN RICE SYRUP, SALT), ORGANIC APRICOTS (ORGANIC APRICOTS, RICE FLOUR), ORGANIC COCONUT, ORGANIC HONEY, ORGANIC CANOLA OIL, WATER, ORGANIC OAT BRAN, ORGANIC OAT SYRUP SOLIDS, ORGANIC QUINOA CRISPS, ORGANIC CHIA SEEDS, NATURAL FLAVORS, MIXED TOCOPHEROLS (VITAMIN E).",,29,0.33 cup,Cereal,United States
1245588,The Kroger Co.,KROGER,,"WHOLE GRAIN WHEAT FLOUR, MALTED BARLEY FLOUR, SALT, DRIED YEAST. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE, ZINC OXIDE, PYRIDOXINE, HYDROCHLORIDE, RIBOFLAVIN, VITAMIN A, PALMITATE, THIAMINE, MONONITRATE, FOLIC ACID, CYANOCOBALAMIN, CHOLECALCIFEROL.",,58,0.5 cup,Cereal,United States
1245590,The Kroger Co.,KROGER,,"CORN MEAL, SUGAR, HONEY, SOLUBLE CORN FIBER, SALT, CANOLA OIL, MOLASSES, BROWN SUGAR SYRUP, NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM CHLORIDE, CARAMEL COLOR, NATURAL ALMOND FLAVOR, SODIUM BICARBONATE. VITAMINS AND MINERALS: CALCIUM CARBONATE, REDUCED IRON AND ZINC OXIDE, SODIUM ASCORBATE, NIACINAMIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMINE MONONITRATE, FOLIC ACID, CHOLECALCIFEROL, CYANOCOBALAMIN. BHT ADDED TO PACKAGING MATERIAL TO HELP PRESERVE FRESHNESS.",,32,0.75 cup,Cereal,United States
1245593,The Kroger Co.,PRIVATE SELECTION,,"ROLLED OATS, CARAMEL (MILK, SUGAR, GLUCOSE, SODIUM BICARBONATE AND POTASSIUM SORBATE AS PRESERVATIVES), MAPLE SYRUP, EXTRA VIRGIN OLIVE OIL, AGAVE NECTAR, BROWN SUGAR, DRIED APPLES, SEA SALT, CINNAMON. NUTMEG. GINGER, CLOVES.",,62,0.5 cup,Cereal,United States
1245639,"Foodtown, Inc.",FOODTOWN,,"WHOLE GRAIN ROLLED OATS (WITH OAT BRAN), SALT, CALCIUM CARBONATE (A SOURCE OF CALCIUM), NATURAL AND ARTIFICIAL FLAVORS+, GUAR GUM, CARAMEL COLOR, ASPARTAME**, ACESULFAME POTASSIUM, FERRIC ORTHOPHOSPHATE (A SOURCE OF IRON), NIACINAMIDE*, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6)*, RIBOFLAVIN*, VITAMIN A PALMITATE, THIAMIN MONONITRATE*, FOLIC ACID*.",,28,1 PACKET,Cereal,United States
1245640,"Foodtown, Inc.",FOODTOWN,,"WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, BROWN SUGAR SYRUP, CONTAINS 2% OR LESS OF SALT, MALTED BARLEY SYRUP. VITAMINS AND MINERALS: POTASSIUM CHLORIDE, NIACINAMIDE, ZINC OXIDE, REDUCED IRON, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D, VITAMIN B12.",,59,1 cup,Cereal,United States
1245642,"Foodtown, Inc.",FOODTOWN,,"WHOLE GRAIN OAT FLOUR (INCLUDES THE OAT BRAN), MARSHMALLOWS (SUGAR, CORN SYRUP, DEXTROSE, MODIFIED FOOD STARCH, GELATIN ARTIFICIAL AND NATURAL FLAVOR, YELLOW 5 & 6, RED 40, BLUE 1), SUGAR, WHEAT STARCH, CORN SYRUP, SALT, CALCIUM CARBONATE, COLOR ADDED, DICALCIUM PHOSPHATE, TRISODIUM PHOSPHATE, ARTIFICIAL FLAVOR, VITAMIN C (SODIUM ASCORBATE), ZINC AND IRON (MINERAL NUTRIENTS), A, B VITAMIN (NIACINAMIDE), BHT (A PRESERVATIVE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A PALMITATE, A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D.",,30,0.75 cup,Cereal,United States
1245643,"Foodtown, Inc.",FOODTOWN,,100% NATURAL ROLLED OATS.,,40,0.5 cup,Cereal,United States
1245645,"Foodtown, Inc.",FOODTOWN,,100% ROLLED OATS.,,40,0.5 cup,Cereal,United States
1245656,"Topco Associates, Inc.",SHURFINE,,"WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, BROWN SUGAR SYRUP, CONTAINS 2% OR LESS OF SALT, MALTED BARLEY SYRUP. VITAMINS AND MINERALS: POTASSIUM CHLORIDE, NIACINAMIDE, ZINC OXIDE, REDUCED IRON, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D, VITAMIN B12.",,59,1 cup,Cereal,United States
1245660,"Topco Associates, Inc.",SHURFINE,,"WHOLE GRAIN OAT FLOUR, SUGAR, CORN FLOUR, WHOLE GRAIN WHEAT FLOUR, RICE FLOUR, SALT, TRIPOTASSIUM PHOSPHATE, CINNAMON, NATURAL FLAVORS, COLOR (CARAMEL COLOR, ANNATTO EXTRACT, BETA CAROTENE), MIXED TOCOPHEROLS ADDED TO PRESERVE FRESHNESS. VITAMINS ANS MINERALS: CALCIUM CARBONATE, REDUCED IRON, NIACINAMIDE, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, THIAMINE MONONITRATE (VITAMIN B1).",,32,0.75 cup,Cereal,United States
1245661,"Topco Associates, Inc.",SHURFINE,,"RICE, CONTAINS 2% OR LESS OF: IRON (FERRIC ORTHOPHOSPHATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN).",,17,1 cup,Cereal,United States
1245663,"Topco Associates, Inc.",SHURFINE,,"CORN, WHOLE GRAIN WHEAT, WHOLE GRAIN ROLLED OATS, BROWN SUGAR, SUGAR, WHOLE GRAIN OAT FLOUR, RICE, CORN SYRUP, CANOLA OIL, SALT, MALT SYRUP, CINNAMON, HONEY, NATURAL & ARTIFICIAL FLAVOR (INCLUDES COCONUT), BHT (A PRESERVATIVE). VITAMINS AND MINERALS: REDUCED IRON, SODIUM ASCORBATE (VITAMIN C), NIACINAMIDE, ZINC OXIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), ALPHA TOCOPHEROL ACETATE (VITAMIN E), FOLIC ACID, VITAMIN D, VITAMIN B12.",,32,0.75 cup,Cereal,United States
1245664,"Topco Associates, Inc.",SHURFINE,,"RICE, SUGAR, SALT, CALCIUM CARBONATE, MOLASSES, REDUCED IRON AND ZINC OXIDE (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN) A B VITAMIN (FOLIC ACID), VITAMIN A PALMITATE, VITAMIN B12, VITAMIN D. BHT ADDED TO PACKAGING MATERIAL TO HELP PRESERVE FRESHNESS.",,27,1 cup,Cereal,United States
1245671,"Topco Associates, Inc.",SHURFINE,,"WHOLE GRAIN OAT FLOUR (INCLUDES THE OAT BRAN), WHEAT STARCH, SUGAR, MODIFIED CORN STARCH, OAT FIBER, SALT, OAT EXTRACT, DICALCIUM PHOSPHATE, TRIPOTASSIUM PHOSPHATE, VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, REDUCED IRON AND ZINC OXIDE, SODIUM ASCORBATE (VITAMIN C), NIACINAMIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D, VITAMIN B12.",,28,1 cup,Cereal,United States
1245672,"Topco Associates, Inc.",SHURFINE,,"WHOLE OAT FLOUR, MODIFIED CORN STARCH, WHEAT STARCH, SUGAR, SALT, CALCIUM CARBONATE, OAT FIBER TRIPOTASSIUM PHOSPHATE, PRESERVATIVE (TOCOPHEROLS), COLOR (ANNATTO EXTRACT). VITAMIN AND MINERALS: VITAMIN C (SODIUM ASCORBATE), REDUCED IRON, VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2, (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,30,1 cup,Cereal,United States
1245687,Kingston Marketing Co,VALU TIME,,"WHOLE WHEAT, WHEAT BRAN, SUGAR, HIGH FRUCTOSE CORN SYRUP, SALT, MALT EXTRACT. VITAMINS AND MINERALS: IRON (FERRIC ORTHOPHOSPHATE), VITAMIN C (SODIUM ASCORBATE), CALCIUM (CALCIUM CARBONATE), VITAMIN A (PALMITATE), VITAMIN E (ACETATE), ZINC (ZINC OXIDE), NIACINAMIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN B1 (THIAMINE MONONITRATE), FOLIC ACID, VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN).",,29,3/4 cup,Cereal,United States
1245688,Kingston Marketing Co,VALU TIME,,"WHOLE OAT FLOUR, SUGAR, MODIFIED CORN STARCH, WHEAT GERM, HONEY, BROWN SUGAR, OAT FIBER, SALT, CALCIUM CARBONATE, TRIPOTASSIUM PHOSPHATE, ALMONDS, CANOLA OIL, COLOR (ANNATTO EXTRACT, CARAMEL). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE), REDUCED IRON, VITAMIN A (PALMITATE), NIACINAMIDE, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,30,3/4 cup,Cereal,United States
1245689,Kingston Marketing Co,VALU TIME,,"FLOUR (CORN, WHEAT, OAT), SUGAR, COLOR (YELLOW 6, RED 40, BLUE 1, OLEORESIN, ANNATTO EXTRACT), SALT, NATURAL FLAVOR, PRESERVATIVE (BHT). VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), REDUCED IRON, NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID.",,32,1 cup,Cereal,United States
1245690,Kingston Marketing Co,VALU TIME,,"SUGAR, DEGERMED YELLOW, CORN MEAL, YELLOW CORN FLOUR, COCOA (PROCESSED WITH ALKALI), CORN SYRUP, CORN STARCH, MODIFIED CORN STARCH, SALT, ARTIFICIAL FLAVOR, COLOR (CARAMEL), PALM OIL, DICALCIUM PHOSPHATE, BAKING SODA, TRISODIUM PHOSPHATE. VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN), BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS.",,28,0.75 cup,Cereal,United States
1245691,Kingston Marketing Co,VALU TIME,,"WHOLE OAT FLOUR, MARSHMALLOWS (SUGAR, MODIFIED CORN STARCH, CORN SYRUP, DEXTROSE, GELATIN, COLOR [RED 40, YELLOW 6, YELLOW 5, BLUE 1], SODIUM HEXAMETAPHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR), SUGAR, WHEAT STARCH, MODIFIED CORN STARCH, BROWN SUGAR, SALT, TRICALCIUM PHOSPHATE, TRIPOTASSIUM PHOSPHATE, COLOR (CARAMEL), PRESERVATIVE (TOCOPHEROLS). VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN). BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS.",,27,0.75 cup,Cereal,United States
1245693,Kingston Marketing Co,VALU TIME,,"WHOLE WHEAT, SUGAR, GELATIN, TRICALCIUM PHOSPHATE. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,52,1 cup,Cereal,United States
1245694,Kingston Marketing Co,VALU TIME,,"YELLOW CORN FLOUR, SUGAR, WHOLE OAT FLOUR, HIGH FRUCTOSE CORN SYRUP, SALT, NATURAL AND ARTIFICIAL FLAVOR, CORN SYRUP, CANOLA OIL, MOLASSES, COLOR (RED 40, YELLOW 5 AND 6, BLUE 1 AND 2), PRESERVATIVE (TOCOPHEROLS). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",,34,1 cup,Cereal,United States
1245695,Kingston Marketing Co,VALU TIME,,"RICE, SUGAR, COCOA (PROCESSED WITH ALKALI), CORN SYRUP, SALT, MALT EXTRACT, PALM OIL, COLOR (CARAMEL), ARTIFICIAL FLAVOR, CORN STARCH, PRESERVATIVE (TOCOPHEROLS). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE), IRON (FERRIC ORTHOPHOSPHATE), VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,32,0.75 cup,Cereal,United States
1245698,Kingston Marketing Co,VALU TIME,,"WHOLE OAT FLOUR, SUGAR, MODIFIED CORN STARCH, WHEAT GERM, HONEY, BROWN SUGAR, OAT FIBER, SALT, CALCIUM CARBONATE, TRIPOTASSIUM PHOSPHATE, ALMONDS, CANOLA OIL, COLOR (ANNATTO EXTRACT, CARAMEL). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE), REDUCED IRON, VITAMIN A (PALMITATE), NIACINAMIDE, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,30,3/4 cup,Cereal,United States
1245699,Kingston Marketing Co,VALU TIME,,"FLOUR (CORN, WHEAT, OAT), SUGAR, COLOR (YELLOW 6, RED 40, BLUE 1, OLEORESIN, ANNATTO EXTRACT), SALT, NATURAL FLAVOR, PRESERVATIVE (BHT). VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), REDUCED IRON, NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID.",,32,1 cup,Cereal,United States
1245704,Kingston Marketing Co,VALU TIME,,"WHOLE OAT FLOUR, MARSHMALLOWS (SUGAR, MODIFIED CORN STARCH, CORN SYRUP, DEXTROSE, GELATIN, COLOR [RED 40, YELLOW 6, YELLOW 5, BLUE 1], SODIUM HEXAMETAPHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR),SUGAR, WHEAT STARCH, MODIFIED CORN STARCH, BROWN SUGAR, SALT, TRICALCIUM PHOSPHATE, TRIPOTASSIUM PHOSPHATE, COLOR (CARAMEL), PRESERVATIVE (TOCOPHEROLS). VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,27,3/4 cup,Cereal,United States
1245706,Kingston Marketing Co,VALU TIME,,"WHOLE WHEAT, SUGAR, GELATIN, TRICALCIUM PHOSPHATE. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,52,1 cup,Cereal,United States
1245707,Kingston Marketing Co,VALU TIME,,"RICE, SUGAR, MALT EXTRACT, SALT, PRESERVATIVE (TOCOPHEROLS). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE), IRON (FERRIC ORTHOPHOSPHATE), VITAMIN A (PALMITATE), NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,33,1 1/4 cup,Cereal,United States
1245708,Kingston Marketing Co,VALU TIME,,"DEGERMED YELLOW CORN MEAL, SUGAR, SALT, MALT EXTRACT. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHOLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B12 (CYANOCOBALAMIN), FOLIC ACID. BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS.",,32,1 cup,Cereal,United States
1245710,Kingston Marketing Co,VALU TIME,,"WHOLE OAT FLOUR, SUGAR, MODIFIED CORN STARCH, WHEAT GERM, HONEY, BROWN SUGAR, OAT FIBER, SALT, CALCIUM CARBONATE, TRIPOTASSIUM PHOSPHATE, ALMONDS, CANOLA OIL, COLOR (ANNATTO EXTRACT, CARAMEL). VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE), REDUCED IRON, VITAMIN A (PALMITATE), NIACINAMIDE, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,30,3/4 cup,Cereal,United States
1245711,Kingston Marketing Co,VALU TIME,,"DEGERMED YELLOW CORN MEAL, SUGAR, SALT, MALT EXTRACT. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B12 (CYANOCOBALAMIN), FOLIC ACID.",,31,3/4 cup,Cereal,United States
1245712,Kingston Marketing Co,VALU TIME,,"WHEAT BRAN, RAISINS, SUGAR, HIGH FRUCTOSE CORN SYRUP, SALT, MALT EXTRACT. VITAMINS AND MINERALS: IRON (FERRIC ORTHOPHOSPHATE), VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",,56,1 cup,Cereal,United States
1245727,Rite Aid Corporation,BIG WIN,,"MULTI GRAIN BLEND (WHOLE GRAIN ROLLED OATS, WHOLE GRAIN ROLLED WHEAT, ROLLED BARLEY, WHOLE GRAIN ROLLED RYE), DRIED SWEETENED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL), WALNUTS COATED WITH ROSEMARY EXTRACT, DRIED SWEETENED APPLES (SUGAR, FRUCTOSE, CINNAMON, MALIC ACID, SODIUM SULFATE FOR COLOR RETENTION), DRIED APPLES (TREATED WITH LEMON JUICE TO PRESERVE COLOR), SUGAR, BROWN SUGAR, SALT, CINNAMON, NATURAL FLAVORS.",,75,1 cup,Cereal,United States
1245728,Rite Aid Corporation,BIG WIN,,"MULTI GRAIN BLEND (WHOLE GRAIN ROLLED OATS, WHOLE GRAIN ROLLED WHEAT, ROLLED BARLEY, WHOLE GRAIN ROLLED RYE), BROWN SUGAR, DRIED STRAWBERRIES, DRIED RASPBERRIES, DRIED BLUEBERRIES, NONFAT DRY MILK, NATURAL FLAVORS, SALT, CITRIC ACID.",,70,1 cup,Cereal,United States
1245729,Rite Aid Corporation,BIG WIN,,"MULTI GRAIN BLEND (WHOLEGRAIN ROLLED OATS, ROLLED BARLEY, WHOLEGRAIN ROLLED RYE), DRIED SWEETENED PEACHES (PEACHES, SUGAR, RICE FLOUR, CITRIC ACID), SUGAR, ALMONDS, NATURAL FLAVORS, SALT, CITRIC ACID.",,75,1 cup,Cereal,United States
1245730,Rite Aid Corporation,B4Y,,WHOLE GRAIN STEEL CUT OATS.,,40,0.25 cup,Cereal,United States
1245998,Caldo International Inc.,THE GRANOLA GODDESS,,"ORGANIC ROLLED OATS, ALMONDS, WALNUTS, ORGANIC PEANUT BUTTER (ORGANIC PEANUTS, SALT), BROWN SUGAR, HONEY, ORGANIC COCONUT CHIPS, RICE PUFFS (RICE), SEA SALT.",,28,1 OUNCE,Cereal,United States
1246000,Caldo International Inc.,PALEONOLA,,"ALMONDS, PECANS, PEPITAS*, HONEY*, WALNUTS, COCONUT OIL*, SUNFLOWER SEEDS*, FLAX SEEDS*, SWEETENED DRIED CRANBERRIES (CRANBERRIES, APPLE JUICE CONCENTRATE, SUNFLOWER OIL), DRIED COCONUT*, VANILLA EXTRACT, CINNAMON.",,28,0.25 cup,Cereal,United States
1246002,Caldo International Inc.,THE GRANOLA GODDESS,,"ORGANIC ROLLED OATS, ALMONDS, WALNUTS, ORGANIC DRIED CURRANTS, ORGANIC SUNFLOWER SEEDS, BROWN SUGAR, HONEY, COCONUT OIL, SEA SALT, CINNAMON.",,28,1 ONZ,Cereal,United States
1246003,Caldo International Inc.,PALEONOLA,,"ALMONDS, PECANS, PEPITAS*, WALNUT, COCONUT OIL*, MAPLE SYRUP*, HONEY*, SUNFLOWER SEEDS*, FLAX SEEDS*, RAISINS*, DRIED COCONUT*, VANILLA EXTRACT, CINNAMON.",,28,0.25 cup,Cereal,United States
1246010,Avenas De Chihuahua Sa De Cv,AVENA 1,,"WHOLE GRAIN ROLLED OATS, BROWN SUGAR, NATURAL AND ARTIFICIAL FLAVORS, SALT, CALCIUM CARBONATE, GUAR GUM.",,43,1 CONTAINER,Cereal,United States
1246014,Avenas De Chihuahua Sa De Cv,GRANVITA,,"WHOLE GRAIN WHEAT, CANE SUGAR, HONEY, CARAMEL COLOR IV, IODIZED SALT, CITRIC ACID.",,28,28 GRM,Cereal,United States
